model,stem,cls,tp,fp,fn
YOLO11n,Japan__Japan_005085,D20,0,2,0
YOLO11n,Japan__Japan_005089,D00,0,1,1
YOLO11n,Japan__Japan_005104,D10,0,1,0
YOLO11n,Japan__Japan_005106,D10,1,0,0
YOLO11n,Japan__Japan_005106,D20,1,2,2
YOLO11n,Japan__Japan_005106,D40,0,0,2
YOLO11n,Japan__Japan_005114,D00,1,0,2
YOLO11n,Japan__Japan_005114,D10,0,0,1
YOLO11n,Japan__Japan_005119,D10,1,0,0
YOLO11n,Japan__Japan_005119,D20,1,0,1
YOLO11n,Japan__Japan_005129,D00,0,0,1
YOLO11n,Japan__Japan_005144,D00,1,0,0
YOLO11n,Japan__Japan_005152,D20,1,0,0
YOLO11n,Japan__Japan_005154,D10,0,1,0
YOLO11n,Japan__Japan_005154,D20,0,0,1
YOLO11n,Japan__Japan_005180,D10,1,0,0
YOLO11n,Japan__Japan_005190,D00,1,1,1
YOLO11n,Japan__Japan_005193,D20,0,1,1
YOLO11n,Japan__Japan_005193,D40,0,0,1
YOLO11n,Japan__Japan_005216,D00,1,0,2
YOLO11n,Japan__Japan_005216,D10,1,1,1
YOLO11n,Japan__Japan_005222,D20,1,0,1
YOLO11n,Japan__Japan_005238,D00,1,0,2
YOLO11n,Japan__Japan_005238,D10,0,0,1
YOLO11n,Japan__Japan_005262,D00,2,0,0
YOLO11n,Japan__Japan_005290,D00,1,1,0
YOLO11n,Japan__Japan_005290,D10,3,0,1
YOLO11n,Japan__Japan_005293,D20,1,1,0
YOLO11n,Japan__Japan_005317,D10,0,1,0
YOLO11n,Japan__Japan_005317,D20,1,0,0
YOLO11n,Japan__Japan_005318,D00,2,3,0
YOLO11n,Japan__Japan_005318,D20,1,0,0
YOLO11n,Japan__Japan_005326,D00,1,2,0
YOLO11n,Japan__Japan_005326,D10,2,0,0
YOLO11n,Japan__Japan_005326,D20,1,0,1
YOLO11n,Japan__Japan_005328,D10,1,0,0
YOLO11n,Japan__Japan_005330,D00,0,0,5
YOLO11n,Japan__Japan_005338,D20,2,2,0
YOLO11n,Japan__Japan_005338,D40,2,2,1
YOLO11n,Japan__Japan_005354,D00,1,2,0
YOLO11n,Japan__Japan_005355,D00,0,1,0
YOLO11n,Japan__Japan_005355,D10,0,0,1
YOLO11n,Japan__Japan_005355,D20,1,1,1
YOLO11n,Japan__Japan_005421,D00,0,0,1
YOLO11n,Japan__Japan_005421,D40,0,1,0
YOLO11n,Japan__Japan_005422,D00,0,1,0
YOLO11n,Japan__Japan_005422,D10,1,0,0
YOLO11n,Japan__Japan_005422,D20,2,2,0
YOLO11n,Japan__Japan_005425,D00,1,0,1
YOLO11n,Japan__Japan_005425,D10,1,0,0
YOLO11n,Japan__Japan_005438,D20,0,0,1
YOLO11n,Japan__Japan_005438,D40,0,0,1
YOLO11n,Japan__Japan_005439,D00,0,0,1
YOLO11n,Japan__Japan_005461,D00,0,0,1
YOLO11n,Japan__Japan_005472,D10,1,1,1
YOLO11n,Japan__Japan_005472,D20,1,0,0
YOLO11n,Japan__Japan_005478,D00,0,1,1
YOLO11n,Japan__Japan_005478,D10,0,0,1
YOLO11n,Japan__Japan_005494,D20,0,0,1
YOLO11n,Japan__Japan_005501,D20,0,0,1
YOLO11n,Japan__Japan_005513,D20,1,0,0
YOLO11n,Japan__Japan_005513,D40,1,0,0
YOLO11n,Japan__Japan_005519,D40,0,0,1
YOLO11n,Japan__Japan_005526,D00,0,0,1
YOLO11n,Japan__Japan_005533,D10,1,0,1
YOLO11n,Japan__Japan_005533,D20,0,0,1
YOLO11n,Japan__Japan_005537,D10,1,0,0
YOLO11n,Japan__Japan_005537,D20,1,0,0
YOLO11n,Japan__Japan_005559,D10,0,1,0
YOLO11n,Japan__Japan_005559,D40,1,0,0
YOLO11n,Japan__Japan_005567,D00,0,1,0
YOLO11n,Japan__Japan_005570,D10,2,0,1
YOLO11n,Japan__Japan_005582,D10,0,1,2
YOLO11n,Japan__Japan_005582,D20,1,0,0
YOLO11n,Japan__Japan_005582,D40,0,0,2
YOLO11n,Japan__Japan_005586,D40,0,0,1
YOLO11n,Japan__Japan_005599,D40,1,1,0
YOLO11n,Japan__Japan_005622,D20,0,0,1
YOLO11n,Japan__Japan_005622,D40,0,0,1
YOLO11n,Japan__Japan_005635,D20,1,1,0
YOLO11n,Japan__Japan_005647,D20,1,1,1
YOLO11n,Japan__Japan_005661,D10,0,1,0
YOLO11n,Japan__Japan_005661,D40,0,0,1
YOLO11n,Japan__Japan_005675,D20,0,0,1
YOLO11n,Japan__Japan_005678,D20,1,0,0
YOLO11n,Japan__Japan_005683,D20,0,0,1
YOLO11n,Japan__Japan_005683,D40,1,0,4
YOLO11n,Japan__Japan_005690,D20,0,0,2
YOLO11n,Japan__Japan_005693,D40,0,1,1
YOLO11n,Japan__Japan_005705,D20,1,0,0
YOLO11n,Japan__Japan_005713,D20,1,0,0
YOLO11n,Japan__Japan_005733,D20,2,0,0
YOLO11n,Japan__Japan_005741,D20,1,2,0
YOLO11n,Japan__Japan_005741,D40,0,1,1
YOLO11n,Japan__Japan_005743,D00,1,1,0
YOLO11n,Japan__Japan_005760,D00,0,0,1
YOLO11n,Japan__Japan_005760,D10,0,1,1
YOLO11n,Japan__Japan_005780,D20,1,0,0
YOLO11n,Japan__Japan_005780,D40,0,0,1
YOLO11n,Japan__Japan_005783,D20,1,0,1
YOLO11n,Japan__Japan_005789,D00,1,0,0
YOLO11n,Japan__Japan_005789,D10,1,1,0
YOLO11n,Japan__Japan_005789,D20,0,0,1
YOLO11n,Japan__Japan_005799,D20,0,1,0
YOLO11n,Japan__Japan_005800,D00,0,1,1
YOLO11n,Japan__Japan_005803,D20,1,0,1
YOLO11n,Japan__Japan_005827,D20,1,0,0
YOLO11n,Japan__Japan_005836,D10,0,0,1
YOLO11n,Japan__Japan_005836,D20,1,0,1
YOLO11n,Japan__Japan_005842,D00,0,0,1
YOLO11n,Japan__Japan_005842,D20,1,3,0
YOLO11n,Japan__Japan_005844,D20,1,1,0
YOLO11n,Japan__Japan_005854,D10,1,0,0
YOLO11n,Japan__Japan_005855,D10,0,1,1
YOLO11n,Japan__Japan_005855,D20,1,0,1
YOLO11n,Japan__Japan_005875,D20,1,0,0
YOLO11n,Japan__Japan_005904,D20,1,0,1
YOLO11n,Japan__Japan_005917,D20,1,0,1
YOLO11n,Japan__Japan_005923,D10,0,1,0
YOLO11n,Japan__Japan_005944,D20,0,1,0
YOLO11n,Japan__Japan_005944,D40,1,1,3
YOLO11n,Japan__Japan_005946,D10,0,0,2
YOLO11n,Japan__Japan_005953,D10,0,0,2
YOLO11n,Japan__Japan_005956,D10,1,0,0
YOLO11n,Japan__Japan_005965,D20,1,1,0
YOLO11n,Japan__Japan_005966,D00,0,0,1
YOLO11n,Japan__Japan_005966,D20,1,1,2
YOLO11n,Japan__Japan_005966,D40,1,0,0
YOLO11n,Japan__Japan_005983,D20,1,0,0
YOLO11n,Japan__Japan_005986,D10,0,0,1
YOLO11n,Japan__Japan_005986,D20,1,0,0
YOLO11n,Japan__Japan_005994,D20,0,4,2
YOLO11n,Japan__Japan_005995,D10,1,0,0
YOLO11n,Japan__Japan_005995,D20,0,1,2
YOLO11n,Japan__Japan_006007,D00,0,0,1
YOLO11n,Japan__Japan_006013,D10,0,0,2
YOLO11n,Japan__Japan_006013,D20,1,0,0
YOLO11n,Japan__Japan_006027,D10,2,1,0
YOLO11n,Japan__Japan_006027,D20,1,0,0
YOLO11n,Japan__Japan_006035,D40,1,0,0
YOLO11n,Japan__Japan_006038,D00,1,0,0
YOLO11n,Japan__Japan_006042,D00,1,0,1
YOLO11n,Japan__Japan_006057,D00,0,1,1
YOLO11n,Japan__Japan_006057,D10,0,0,1
YOLO11n,Japan__Japan_006057,D20,0,0,1
YOLO11n,Japan__Japan_006062,D20,1,0,0
YOLO11n,Japan__Japan_006065,D00,0,0,1
YOLO11n,Japan__Japan_006065,D20,0,0,1
YOLO11n,Japan__Japan_006071,D00,1,0,0
YOLO11n,Japan__Japan_006071,D10,0,0,1
YOLO11n,Japan__Japan_006071,D20,1,0,0
YOLO11n,Japan__Japan_006079,D10,1,0,0
YOLO11n,Japan__Japan_006081,D00,1,0,0
YOLO11n,Japan__Japan_006083,D20,0,0,1
YOLO11n,Japan__Japan_006101,D00,0,1,1
YOLO11n,Japan__Japan_006105,D10,1,0,2
YOLO11n,Japan__Japan_006105,D20,2,2,0
YOLO11n,Japan__Japan_006115,D00,1,1,0
YOLO11n,Japan__Japan_006115,D10,0,2,1
YOLO11n,Japan__Japan_006115,D20,0,0,1
YOLO11n,Japan__Japan_006130,D20,1,0,0
YOLO11n,Japan__Japan_006131,D00,1,0,0
YOLO11n,Japan__Japan_006134,D10,0,1,0
YOLO11n,Japan__Japan_006134,D20,1,1,0
YOLO11n,Japan__Japan_006136,D00,0,0,1
YOLO11n,Japan__Japan_006136,D20,0,2,1
YOLO11n,Japan__Japan_006145,D00,0,1,1
YOLO11n,Japan__Japan_006145,D10,0,0,1
YOLO11n,Japan__Japan_006145,D20,0,1,1
YOLO11n,Japan__Japan_006154,D10,0,0,2
YOLO11n,Japan__Japan_006154,D20,1,0,0
YOLO11n,Japan__Japan_006164,D20,1,0,0
YOLO11n,Japan__Japan_006168,D00,0,1,0
YOLO11n,Japan__Japan_006168,D10,1,0,1
YOLO11n,Japan__Japan_006168,D20,0,0,1
YOLO11n,Japan__Japan_006170,D00,0,1,0
YOLO11n,Japan__Japan_006170,D20,1,0,0
YOLO11n,Japan__Japan_006189,D20,0,0,1
YOLO11n,Japan__Japan_006216,D20,1,0,0
YOLO11n,Japan__Japan_006216,D40,1,0,1
YOLO11n,Japan__Japan_006218,D10,1,0,3
YOLO11n,Japan__Japan_006218,D20,0,0,1
YOLO11n,Japan__Japan_006227,D20,1,0,0
YOLO11n,Japan__Japan_006227,D40,1,0,0
YOLO11n,Japan__Japan_006248,D10,1,0,1
YOLO11n,Japan__Japan_006248,D20,0,0,1
YOLO11n,Japan__Japan_006259,D00,0,0,1
YOLO11n,Japan__Japan_006269,D20,2,0,0
YOLO11n,Japan__Japan_006304,D20,0,1,0
YOLO11n,Japan__Japan_006307,D20,0,1,1
YOLO11n,Japan__Japan_006344,D10,1,0,0
YOLO11n,Japan__Japan_006354,D00,0,0,2
YOLO11n,Japan__Japan_006354,D40,1,1,2
YOLO11n,Japan__Japan_006387,D20,1,0,0
YOLO11n,Japan__Japan_006424,D00,0,0,3
YOLO11n,Japan__Japan_006424,D10,0,0,1
YOLO11n,Japan__Japan_006424,D20,0,3,0
YOLO11n,Japan__Japan_006428,D20,1,0,0
YOLO11n,Japan__Japan_006448,D20,0,1,0
YOLO11n,Japan__Japan_006452,D20,1,0,0
YOLO11n,Japan__Japan_006454,D00,0,0,1
YOLO11n,Japan__Japan_006454,D10,1,0,3
YOLO11n,Japan__Japan_006454,D20,0,1,0
YOLO11n,Japan__Japan_006466,D10,0,1,0
YOLO11n,Japan__Japan_006466,D20,1,1,1
YOLO11n,Japan__Japan_006466,D40,0,0,1
YOLO11n,Japan__Japan_006471,D20,1,2,0
YOLO11n,Japan__Japan_006484,D00,0,1,1
YOLO11n,Japan__Japan_006484,D20,1,0,0
YOLO11n,Japan__Japan_006512,D00,0,0,1
YOLO11n,Japan__Japan_006517,D00,0,0,1
YOLO11n,Japan__Japan_006517,D10,0,0,2
YOLO11n,Japan__Japan_006517,D20,0,1,1
YOLO11n,Japan__Japan_006528,D10,1,0,1
YOLO11n,Japan__Japan_006528,D20,1,0,0
YOLO11n,Japan__Japan_006529,D20,1,0,2
YOLO11n,Japan__Japan_006547,D00,0,1,0
YOLO11n,Japan__Japan_006566,D00,1,0,2
YOLO11n,Japan__Japan_006566,D10,0,0,1
YOLO11n,Japan__Japan_006574,D20,0,0,1
YOLO11n,Japan__Japan_006587,D20,2,2,0
YOLO11n,Japan__Japan_006616,D40,0,0,1
YOLO11n,Japan__Japan_006617,D00,0,0,1
YOLO11n,Japan__Japan_006619,D20,0,0,1
YOLO11n,Japan__Japan_006623,D20,0,0,1
YOLO11n,Japan__Japan_006628,D20,0,0,1
YOLO11n,Japan__Japan_006628,D40,0,0,1
YOLO11n,Japan__Japan_006632,D20,1,0,0
YOLO11n,Japan__Japan_006632,D40,1,2,2
YOLO11n,Japan__Japan_006650,D00,1,0,0
YOLO11n,Japan__Japan_006650,D10,0,0,1
YOLO11n,Japan__Japan_006650,D20,0,0,1
YOLO11n,Japan__Japan_006654,D00,0,1,1
YOLO11n,Japan__Japan_006674,D20,1,0,0
YOLO11n,Japan__Japan_006676,D20,1,1,0
YOLO11n,Japan__Japan_006679,D00,0,1,0
YOLO11n,Japan__Japan_006679,D20,0,0,1
YOLO11n,Japan__Japan_006685,D00,1,0,1
YOLO11n,Japan__Japan_006685,D10,1,0,1
YOLO11n,Japan__Japan_006689,D40,0,0,1
YOLO11n,Japan__Japan_006699,D20,0,0,1
YOLO11n,Japan__Japan_006699,D40,0,0,1
YOLO11n,Japan__Japan_006724,D00,1,0,0
YOLO11n,Japan__Japan_006732,D10,5,1,3
YOLO11n,Japan__Japan_006732,D20,1,1,1
YOLO11n,Japan__Japan_006732,D40,0,0,1
YOLO11n,Japan__Japan_006737,D40,1,1,0
YOLO11n,Japan__Japan_006740,D10,2,0,0
YOLO11n,Japan__Japan_006744,D00,1,0,0
YOLO11n,Japan__Japan_006748,D00,0,0,1
YOLO11n,Japan__Japan_006754,D40,0,0,1
YOLO11n,Japan__Japan_006760,D00,1,0,1
YOLO11n,Japan__Japan_006760,D10,1,1,0
YOLO11n,Japan__Japan_006808,D00,1,1,0
YOLO11n,Japan__Japan_006819,D10,0,0,2
YOLO11n,Japan__Japan_006825,D20,0,0,2
YOLO11n,Japan__Japan_006825,D40,1,0,0
YOLO11n,Japan__Japan_006847,D00,1,0,0
YOLO11n,Japan__Japan_006865,D10,1,0,0
YOLO11n,Japan__Japan_006940,D00,0,0,1
YOLO11n,Japan__Japan_006956,D10,1,0,0
YOLO11n,Japan__Japan_006961,D20,2,1,0
YOLO11n,Japan__Japan_006965,D00,1,1,0
YOLO11n,Japan__Japan_006965,D10,0,1,0
YOLO11n,Japan__Japan_007003,D20,2,0,1
YOLO11n,Japan__Japan_007003,D40,1,0,0
YOLO11n,Japan__Japan_007017,D10,1,2,0
YOLO11n,Japan__Japan_007017,D20,0,0,2
YOLO11n,Japan__Japan_007018,D20,1,0,0
YOLO11n,Japan__Japan_007029,D00,1,0,0
YOLO11n,Japan__Japan_007036,D00,0,0,1
YOLO11n,Japan__Japan_007053,D10,0,2,0
YOLO11n,Japan__Japan_007053,D20,1,0,0
YOLO11n,Japan__Japan_007062,D40,1,2,1
YOLO11n,Japan__Japan_007082,D00,0,2,1
YOLO11n,Japan__Japan_007083,D20,0,0,1
YOLO11n,Japan__Japan_007084,D20,0,0,1
YOLO11n,Japan__Japan_007092,D00,0,1,0
YOLO11n,Japan__Japan_007092,D10,0,1,1
YOLO11n,Japan__Japan_007093,D20,1,0,1
YOLO11n,Japan__Japan_007106,D00,2,0,1
YOLO11n,Japan__Japan_007106,D20,0,1,0
YOLO11n,Japan__Japan_007107,D00,0,0,1
YOLO11n,Japan__Japan_007118,D00,1,0,0
YOLO11n,Japan__Japan_007128,D20,1,0,0
YOLO11n,Japan__Japan_007149,D20,1,1,0
YOLO11n,Japan__Japan_007154,D00,1,0,0
YOLO11n,Japan__Japan_007161,D00,0,0,1
YOLO11n,Japan__Japan_007161,D10,0,0,1
YOLO11n,Japan__Japan_007228,D10,0,1,0
YOLO11n,Japan__Japan_007228,D20,1,0,0
YOLO11n,Japan__Japan_007233,D20,0,0,1
YOLO11n,Japan__Japan_007233,D40,0,0,4
YOLO11n,Japan__Japan_007259,D20,2,1,0
YOLO11n,Japan__Japan_007266,D00,0,1,0
YOLO11n,Japan__Japan_007266,D10,0,0,1
YOLO11n,Japan__Japan_007266,D20,0,0,2
YOLO11n,Japan__Japan_007280,D00,0,0,1
YOLO11n,Japan__Japan_007280,D10,2,0,0
YOLO11n,Japan__Japan_007280,D40,0,0,1
YOLO11n,Japan__Japan_007287,D20,1,0,0
YOLO11n,Japan__Japan_007293,D20,1,0,0
YOLO11n,Japan__Japan_007311,D20,1,1,0
YOLO11n,Japan__Japan_007334,D00,1,0,0
YOLO11n,Japan__Japan_007343,D20,1,2,0
YOLO11n,Japan__Japan_007344,D20,0,1,2
YOLO11n,Japan__Japan_007347,D20,1,0,0
YOLO11n,Japan__Japan_007359,D20,0,1,2
YOLO11n,Japan__Japan_007360,D10,2,0,0
YOLO11n,Japan__Japan_007360,D20,1,0,0
YOLO11n,Japan__Japan_007362,D20,1,0,0
YOLO11n,Japan__Japan_007393,D20,1,0,0
YOLO11n,Japan__Japan_007409,D20,0,0,2
YOLO11n,Japan__Japan_007409,D40,0,1,1
YOLO11n,Japan__Japan_007410,D20,1,0,0
YOLO11n,Japan__Japan_007412,D20,0,0,1
YOLO11n,Japan__Japan_007415,D20,1,0,0
YOLO11n,Japan__Japan_007415,D40,0,1,0
YOLO11n,Japan__Japan_007433,D20,1,1,0
YOLO11n,Japan__Japan_007434,D00,0,0,1
YOLO11n,Japan__Japan_007434,D20,1,0,0
YOLO11n,Japan__Japan_007437,D00,0,0,1
YOLO11n,Japan__Japan_007437,D20,0,1,0
YOLO11n,Japan__Japan_007450,D20,1,1,0
YOLO11n,Japan__Japan_007454,D10,0,0,1
YOLO11n,Japan__Japan_007454,D20,1,1,1
YOLO11n,Japan__Japan_007464,D00,1,0,1
YOLO11n,Japan__Japan_007464,D20,0,0,1
YOLO11n,Japan__Japan_007474,D10,0,0,1
YOLO11n,Japan__Japan_007477,D00,1,0,1
YOLO11n,Japan__Japan_007477,D10,1,0,2
YOLO11n,Japan__Japan_007477,D20,0,1,0
YOLO11n,Japan__Japan_007485,D10,0,1,0
YOLO11n,Japan__Japan_007485,D20,0,0,2
YOLO11n,Japan__Japan_007485,D40,0,1,0
YOLO11n,Japan__Japan_007495,D00,0,0,1
YOLO11n,Japan__Japan_007495,D10,3,0,2
YOLO11n,Japan__Japan_007500,D10,0,0,1
YOLO11n,Japan__Japan_007500,D20,1,0,0
YOLO11n,Japan__Japan_007502,D10,1,0,2
YOLO11n,Japan__Japan_007502,D20,0,0,2
YOLO11n,Japan__Japan_007503,D20,1,0,0
YOLO11n,Japan__Japan_007503,D40,1,0,0
YOLO11n,Japan__Japan_007527,D00,0,0,1
YOLO11n,Japan__Japan_007527,D10,1,1,0
YOLO11n,Japan__Japan_007527,D20,0,0,1
YOLO11n,Japan__Japan_007537,D20,1,1,1
YOLO11n,Japan__Japan_007539,D20,1,1,0
YOLO11n,Japan__Japan_007549,D20,0,0,1
YOLO11n,Japan__Japan_007550,D40,1,0,4
YOLO11n,Japan__Japan_007552,D10,0,1,0
YOLO11n,Japan__Japan_007552,D40,0,0,3
YOLO11n,Japan__Japan_007558,D00,0,0,2
YOLO11n,Japan__Japan_007558,D10,0,2,0
YOLO11n,Japan__Japan_007562,D00,0,0,1
YOLO11n,Japan__Japan_007562,D10,0,0,3
YOLO11n,Japan__Japan_007562,D20,0,1,0
YOLO11n,Japan__Japan_007567,D20,1,1,0
YOLO11n,Japan__Japan_007575,D10,1,0,3
YOLO11n,Japan__Japan_007579,D20,0,2,1
YOLO11n,Japan__Japan_007579,D40,1,0,4
YOLO11n,Japan__Japan_007588,D10,0,0,2
YOLO11n,Japan__Japan_007595,D20,0,1,1
YOLO11n,Japan__Japan_007604,D40,0,0,5
YOLO11n,Japan__Japan_007606,D00,0,0,1
YOLO11n,Japan__Japan_007615,D00,0,2,0
YOLO11n,Japan__Japan_007618,D00,1,0,1
YOLO11n,Japan__Japan_007618,D10,2,0,1
YOLO11n,Japan__Japan_007622,D20,0,0,1
YOLO11n,Japan__Japan_007625,D20,1,1,0
YOLO11n,Japan__Japan_007633,D20,0,0,1
YOLO11n,Japan__Japan_007633,D40,1,0,0
YOLO11n,Japan__Japan_007643,D00,0,0,2
YOLO11n,Japan__Japan_007649,D00,0,0,1
YOLO11n,Japan__Japan_007649,D10,1,0,1
YOLO11n,Japan__Japan_007649,D20,1,0,0
YOLO11n,Japan__Japan_007655,D20,1,0,0
YOLO11n,Japan__Japan_007655,D40,0,0,2
YOLO11n,Japan__Japan_007672,D20,0,1,1
YOLO11n,Japan__Japan_007673,D00,1,0,0
YOLO11n,Japan__Japan_007690,D40,0,1,0
YOLO11n,Japan__Japan_007692,D10,0,0,2
YOLO11n,Japan__Japan_007692,D20,0,0,2
YOLO11n,Japan__Japan_007698,D00,1,0,0
YOLO11n,Japan__Japan_007698,D10,0,0,1
YOLO11n,Japan__Japan_007698,D20,0,1,1
YOLO11n,Japan__Japan_007722,D00,2,0,2
YOLO11n,Japan__Japan_007722,D10,0,0,2
YOLO11n,Japan__Japan_007728,D20,2,0,0
YOLO11n,Japan__Japan_007733,D00,1,0,0
YOLO11n,Japan__Japan_007746,D10,0,1,1
YOLO11n,Japan__Japan_007755,D00,0,0,1
YOLO11n,Japan__Japan_007755,D10,0,0,2
YOLO11n,Japan__Japan_007755,D20,0,0,2
YOLO11n,Japan__Japan_007756,D10,2,1,0
YOLO11n,Japan__Japan_007756,D20,1,0,0
YOLO11n,Japan__Japan_007768,D10,0,2,6
YOLO11n,Japan__Japan_007775,D00,1,1,0
YOLO11n,Japan__Japan_007775,D20,1,1,0
YOLO11n,Japan__Japan_007780,D20,1,1,0
YOLO11n,Japan__Japan_007781,D40,1,2,0
YOLO11n,Japan__Japan_007784,D00,1,0,0
YOLO11n,Japan__Japan_007784,D20,0,1,1
YOLO11n,Japan__Japan_007814,D10,0,0,1
YOLO11n,Japan__Japan_007823,D00,1,1,2
YOLO11n,Japan__Japan_007823,D10,1,0,1
YOLO11n,Japan__Japan_007834,D20,1,0,0
YOLO11n,Japan__Japan_007841,D40,1,0,0
YOLO11n,Japan__Japan_007849,D20,0,0,1
YOLO11n,Japan__Japan_007852,D20,0,0,1
YOLO11n,Japan__Japan_007852,D40,0,1,1
YOLO11n,Japan__Japan_007858,D10,0,1,0
YOLO11n,Japan__Japan_007858,D20,0,0,2
YOLO11n,Japan__Japan_007860,D20,1,0,0
YOLO11n,Japan__Japan_007867,D00,0,1,0
YOLO11n,Japan__Japan_007900,D20,2,2,0
YOLO11n,Japan__Japan_007900,D40,1,0,0
YOLO11n,Japan__Japan_007903,D20,0,1,0
YOLO11n,Japan__Japan_007903,D40,0,0,2
YOLO11n,Japan__Japan_007916,D10,1,0,0
YOLO11n,Japan__Japan_007916,D20,2,0,0
YOLO11n,Japan__Japan_007922,D40,0,0,2
YOLO11n,Japan__Japan_007933,D10,1,0,0
YOLO11n,Japan__Japan_007954,D20,1,0,0
YOLO11n,Japan__Japan_007964,D10,2,0,0
YOLO11n,Japan__Japan_007965,D10,0,0,2
YOLO11n,Japan__Japan_007965,D20,1,0,0
YOLO11n,Japan__Japan_007995,D10,0,1,1
YOLO11n,Japan__Japan_007995,D20,0,0,1
YOLO11n,Japan__Japan_008008,D00,0,1,0
YOLO11n,Japan__Japan_008008,D20,1,1,0
YOLO11n,Japan__Japan_008012,D00,0,0,1
YOLO11n,Japan__Japan_008012,D20,0,1,0
YOLO11n,Japan__Japan_008013,D00,0,0,1
YOLO11n,Japan__Japan_008022,D10,1,0,0
YOLO11n,Japan__Japan_008023,D00,1,0,0
YOLO11n,Japan__Japan_008023,D10,0,1,0
YOLO11n,Japan__Japan_008031,D40,0,0,1
YOLO11n,Japan__Japan_008045,D10,0,1,0
YOLO11n,Japan__Japan_008047,D00,0,0,1
YOLO11n,Japan__Japan_008047,D20,0,1,0
YOLO11n,Japan__Japan_008060,D00,1,0,0
YOLO11n,Japan__Japan_008076,D00,0,1,0
YOLO11n,Japan__Japan_008076,D10,0,1,0
YOLO11n,Japan__Japan_008097,D10,0,0,1
YOLO11n,Japan__Japan_008097,D20,0,1,1
YOLO11n,Japan__Japan_008099,D20,0,0,2
YOLO11n,Japan__Japan_008130,D10,0,1,0
YOLO11n,Japan__Japan_008130,D20,1,2,0
YOLO11n,Japan__Japan_008156,D00,0,0,1
YOLO11n,Japan__Japan_008156,D20,1,0,0
YOLO11n,Japan__Japan_008156,D40,1,1,0
YOLO11n,Japan__Japan_008168,D40,1,0,0
YOLO11n,Japan__Japan_008179,D20,1,0,0
YOLO11n,Japan__Japan_008184,D20,1,2,0
YOLO11n,Japan__Japan_008190,D20,0,0,2
YOLO11n,Japan__Japan_008195,D10,0,2,0
YOLO11n,Japan__Japan_008196,D40,0,0,1
YOLO11n,Japan__Japan_008211,D10,0,1,0
YOLO11n,Japan__Japan_008211,D20,1,1,0
YOLO11n,Japan__Japan_008218,D20,1,1,0
YOLO11n,Japan__Japan_008230,D10,1,1,0
YOLO11n,Japan__Japan_008233,D00,0,0,1
YOLO11n,Japan__Japan_008247,D20,1,1,0
YOLO11n,Japan__Japan_008248,D10,0,1,0
YOLO11n,Japan__Japan_008256,D00,0,1,0
YOLO11n,Japan__Japan_008272,D20,1,1,0
YOLO11n,Japan__Japan_008277,D10,0,1,0
YOLO11n,Japan__Japan_008279,D10,0,1,0
YOLO11n,Japan__Japan_008279,D20,1,2,0
YOLO11n,Japan__Japan_008300,D00,0,0,1
YOLO11n,Japan__Japan_008300,D10,0,1,0
YOLO11n,Japan__Japan_008307,D10,0,1,0
YOLO11n,Japan__Japan_008307,D20,1,0,0
YOLO11n,Japan__Japan_008324,D20,1,0,0
YOLO11n,Japan__Japan_008345,D10,0,0,3
YOLO11n,Japan__Japan_008356,D20,1,0,0
YOLO11n,Japan__Japan_008359,D00,0,1,1
YOLO11n,Japan__Japan_008359,D10,0,1,0
YOLO11n,Japan__Japan_008375,D10,1,0,0
YOLO11n,Japan__Japan_008375,D20,1,2,0
YOLO11n,Japan__Japan_008376,D40,0,0,1
YOLO11n,Japan__Japan_008388,D00,2,0,2
YOLO11n,Japan__Japan_008388,D20,0,1,0
YOLO11n,Japan__Japan_008394,D20,2,1,0
YOLO11n,Japan__Japan_008402,D10,0,2,1
YOLO11n,Japan__Japan_008410,D40,0,0,2
YOLO11n,Japan__Japan_008511,D00,0,0,3
YOLO11n,Japan__Japan_008511,D10,0,1,0
YOLO11n,Japan__Japan_008516,D10,0,0,1
YOLO11n,Japan__Japan_008516,D20,1,0,0
YOLO11n,Japan__Japan_008523,D00,2,0,0
YOLO11n,Japan__Japan_008523,D10,0,2,2
YOLO11n,Japan__Japan_008523,D20,0,0,1
YOLO11n,Japan__Japan_008529,D20,1,0,0
YOLO11n,Japan__Japan_008539,D10,0,1,0
YOLO11n,Japan__Japan_008539,D20,1,0,0
YOLO11n,Japan__Japan_008547,D20,2,1,0
YOLO11n,Japan__Japan_008584,D00,1,0,0
YOLO11n,Japan__Japan_008584,D20,1,0,0
YOLO11n,Japan__Japan_008606,D00,1,1,0
YOLO11n,Japan__Japan_008606,D10,0,0,1
YOLO11n,Japan__Japan_008615,D00,0,1,0
YOLO11n,Japan__Japan_008615,D20,1,0,0
YOLO11n,Japan__Japan_008627,D00,0,0,1
YOLO11n,Japan__Japan_008627,D20,0,0,1
YOLO11n,Japan__Japan_008629,D00,1,0,1
YOLO11n,Japan__Japan_008634,D00,0,0,1
YOLO11n,Japan__Japan_008634,D10,0,0,1
YOLO11n,Japan__Japan_008634,D20,1,0,0
YOLO11n,Japan__Japan_008688,D20,1,0,0
YOLO11n,Japan__Japan_008708,D20,1,1,0
YOLO11n,Japan__Japan_008721,D40,0,0,1
YOLO11n,Japan__Japan_008726,D00,0,0,1
YOLO11n,Japan__Japan_008726,D10,0,1,2
YOLO11n,Japan__Japan_008735,D10,1,0,1
YOLO11n,Japan__Japan_008735,D20,1,1,0
